ano,turno,sigla_partido,resultado,cargo,sigla_uf,genero,raca,id_candidato_bd,nome_urna,nome
2022,1,PL,eleito por qp,deputado federal,SC,feminino,branca,1138005,Carol De Toni,Caroline Rodrigues De Toni
2022,1,UNIÃO,eleito por qp,deputado federal,SE,feminino,branca,1138490,Yandra De André,Yandra Barreto Ferreira
2022,1,PP,eleito por qp,deputado federal,PE,feminino,branca,1144387,Clarissa Tércio,Erica Clarissa Borba Cordeiro De Moura
2022,1,PSD,eleito por media,deputado federal,BA,masculino,branca,1146588,Paulo Magalhães,Paulo Sérgio Paranhos De Magalhães
2022,1,REDE,eleito por qp,deputado federal,PE,masculino,branca,1146626,Túlio Gadelha,Túlio Gadelha Sales De Melo
2022,1,PSB,eleito por qp,deputado federal,PE,masculino,branca,1154687,Lucas Ramos,Lucas Cavalcanti Ramos
2022,1,PSDB,eleito por media,deputado federal,SP,masculino,branca,1156047,Carlos Sampaio,Carlos Henrique Focesi Sampaio
2022,1,PL,eleito por qp,deputado federal,MG,masculino,parda,1164999,Samuel Viana,Samuel José Rodrigues De Viana
2022,1,PV,eleito por qp,deputado federal,AL,masculino,branca,1165147,Luciano Amaral,Luciano Suruagy Do Amaral Filho
2022,1,PSC,eleito por qp,deputado federal,MG,masculino,branca,1168902,Euclydes Pettersen,Euclydes Marcos Pettersen Neto
2022,1,MDB,eleito por media,deputado federal,RR,masculino,branca,1169422,Duda Ramos,Duda Brito Ramos
2022,1,PL,eleito por qp,deputado federal,SP,masculino,branca,1172550,Delegado Paulo Bilynskyj,Paulo Francisco Muniz Bilynskyj
2022,1,AVANTE,eleito por qp,deputado federal,MG,masculino,branca,1176873,André Janones,Andre Luis Gaspar Janones
2022,1,PL,eleito por qp,deputado federal,CE,masculino,branca,1177108,André Fernandes,André Fernandes De Moura
2022,1,PL,eleito por qp,deputado federal,RN,masculino,branca,1178409,João Maia,João Da Silva Maia
2022,1,MDB,eleito por media,deputado federal,MT,masculino,branca,1184548,Emanuelzinho,Emanuel Pinheiro Da Silva Primo Teixeira
2022,1,PT,eleito por qp,deputado federal,SP,masculino,branca,1186197,Arlindo Chinaglia,Arlindo Chignalia Junior
2022,1,REPUBLICANOS,eleito por media,deputado federal,ES,masculino,branca,1190066,Amaro Neto,Amaro Rocha Nascimento Neto
2022,1,PV,eleito por media,deputado federal,PR,masculino,branca,1190768,Aliel Machado,Aliel Machado Bark
2022,1,PSD,eleito por qp,deputado federal,PR,masculino,branca,1205773,Paulo Litro,Paulo Henrique Coletti Fernandes
2022,1,MDB,eleito por qp,deputado federal,RJ,masculino,preta,1207036,Otoni De Paula,Otoni Moura De Paulo Junior
2022,1,PL,eleito por qp,deputado federal,MG,masculino,branca,1210352,Zé Vitor,José Vitor De Resende Aguiar
2022,1,CIDADANIA,eleito por qp,deputado federal,AM,masculino,branca,1210410,Amom Mandel,Amom Mandel Lins Filho
2022,1,PODE,eleito por qp,deputado federal,RJ,masculino,parda,1211097,Sargento Portugal,Jose Portugal Neto
2022,1,PL,eleito por media,deputado federal,SE,masculino,parda,1216005,Icaro De Valmir,Icaro Barbosa Costa
2022,1,PATRIOTA,eleito por media,deputado federal,MG,masculino,branca,1217481,Dr. Frederico,Frederico De Castro Escaleira
2022,1,PODE,eleito por media,deputado federal,ES,masculino,parda,1219086,Gilson Daniel,Gilson Daniel Batista
2022,1,MDB,eleito por qp,deputado federal,PE,feminino,branca,1222884,Iza Arruda,Iza Paula De Deus E Mello Albuquerque Arruda
2022,1,PL,eleito por qp,deputado federal,MG,masculino,branca,1224088,Junio Amaral,Geraldo Junio Do Amaral
2022,1,PL,eleito por qp,deputado federal,RJ,masculino,branca,1227030,Luiz Lima,Luiz Eduardo Carneiro Da Silva De Souza Lima
2022,1,MDB,eleito por qp,deputado federal,PA,feminino,branca,1227170,Elcione,Elcione Therezinha Zahluth Barbalho
2022,1,MDB,eleito por qp,deputado federal,RJ,masculino,branca,1232815,Gutemberg Reis,Gutemberg Reis De Oliveira
2022,1,UNIÃO,eleito por qp,deputado federal,RJ,masculino,branca,1238087,Juninho Do Pneu,Rogério Teixeira Junior
2022,1,PC do B,eleito por qp,deputado federal,BA,masculino,parda,1240602,Daniel,Daniel Gomes De Almeida
2022,1,PDT,eleito por qp,deputado federal,RJ,masculino,branca,1244225,Marcos Tavares,Marcos Paulo Barbosa Tavares
2022,1,UNIÃO,eleito por qp,deputado federal,RJ,feminino,branca,1244391,Daniela Do Waguinho,Daniela Moté De Souza Carneiro
2022,1,PL,eleito por qp,deputado federal,RJ,masculino,parda,1248760,Altineu Cortes,Altineu Cortes Freitas Coutinho
2022,1,PATRIOTA,eleito por qp,deputado federal,MG,masculino,amarela,1250950,Pedro Aihara,Pedro Doshikazu Pianchao Aihara
2022,1,UNIÃO,eleito por qp,deputado federal,PR,masculino,branca,1259863,Felipe Francischini,Luis Felipe Bonatto Francischini
2022,1,PL,eleito por qp,deputado federal,MG,masculino,branca,1263018,Marcelo Álvaro Antônio,Marcelo Henrique Teixeira Dias
2022,1,PL,eleito por qp,deputado federal,ES,masculino,parda,1265543,Gilvan O Federal Da Direita,Gilvan Aguiar Costa
2022,1,REPUBLICANOS,eleito por qp,deputado federal,MG,masculino,branca,1270464,Gilberto Abramo,Gilberto Aparecido Abramo
2022,1,MDB,eleito por media,deputado federal,DF,masculino,branca,1274462,Rafael Prudente,Rafael Cavalcanti Prudente
2022,1,PSD,eleito por media,deputado federal,PR,masculino,amarela,1279641,Luiz Nishimori,Luiz Hiloshi Nishimori
2022,1,PSD,eleito por qp,deputado federal,AM,masculino,branca,1297378,Atila Lins,Atila Sidney Lins De Albuquerque
2022,1,PP,eleito por media,deputado federal,PE,masculino,branca,1297456,Lula Da Fonte,Luiz Eduardo De Queiroz Campos Da Fonte Albuquerque
2022,1,PL,eleito por qp,deputado federal,GO,masculino,parda,1298292,Professor Alcides,Alcides Ribeiro Filho
2022,1,PT,eleito por media,deputado federal,CE,masculino,branca,1298873,Jose Airton,Jose Airton Felix Cirilo Da Silva
2022,1,PT,eleito por qp,deputado federal,CE,masculino,branca,1301414,Guimarães Do Pt,Jose Nobre Guimaraes
2022,1,PSD,eleito por qp,deputado federal,SP,masculino,branca,1305225,Marco Bertaiolli,Marco Aurelio Bertaiolli
2022,1,PL,eleito por qp,deputado federal,RJ,masculino,branca,1314915,Carlos Jordy,Carlos Roberto Coelho De Mattos Junior
2022,1,PSB,eleito por qp,deputado federal,SP,masculino,branca,1316668,Jonas Donizette,Jonas Donizette Ferreira
2022,1,PSOL,eleito por media,deputado federal,RJ,masculino,branca,1318298,Glauber,Glauber De Medeiros Braga
2022,1,NOVO,eleito por qp,deputado federal,RS,masculino,branca,1328698,Marcel Van Hattem,Marcel Van Hattem
2022,1,MDB,eleito por qp,deputado federal,SP,masculino,branca,1332423,Fabio Teruel,Fábio Eduardo De Oliveira Teruel
2022,1,PT,eleito por media,deputado federal,ES,feminino,preta,1332486,Jack Rocha,Jackeline Oliveira Rocha
2022,1,PL,eleito por qp,deputado federal,SP,masculino,branca,1332821,Marcio Alvino,Marcio Luiz Alvino De Souza
2022,1,PODE,eleito por media,deputado federal,ES,masculino,branca,1335893,Dr. Victor,Victor Garozi Linhalis
2022,1,PL,eleito por qp,deputado federal,MG,masculino,branca,1337747,Lincoln Portela,Lincoln Diniz Portela
2022,1,SOLIDARIEDADE,eleito por media,deputado federal,PE,feminino,branca,1339559,Maria Arraes,Maria Leal Arraes De Alencar
2022,1,PSOL,eleito por qp,deputado federal,MG,feminino,indigena,1339800,Célia Xakriabá,Célia Nunes Correa
2022,1,PL,eleito por media,deputado federal,RJ,feminino,branca,1344307,Chris Tonietto,Christine Nogueira Dos Reis Tonietto
2022,1,PV,eleito por qp,deputado federal,BA,masculino,branca,1350103,Bacelar,João Carlos Bacelar Batista
2022,1,PP,eleito por qp,deputado federal,MG,masculino,parda,1350147,Pinheirinho,Antonio Pinheiro Neto
2022,1,PL,eleito por qp,deputado federal,SP,masculino,branca,1351121,Eduardo Bolsonaro,Eduardo Nantes Bolsonaro
2022,1,PDT,eleito por media,deputado federal,RS,masculino,branca,1355052,Afonso Motta,Afonso Antunes Da Motta
2022,1,PSB,eleito por qp,deputado federal,PE,masculino,branca,1355126,Pedro Campos,Pedro Henrique De Andrade Lima Carneiro Campos
2022,1,PL,eleito por qp,deputado federal,SP,feminino,branca,1357603,Rosana Valle,Rosana De Oliveira Valle
2022,1,PT,eleito por qp,deputado federal,BA,masculino,parda,1358075,Waldenor Pereira,Waldenor Alves Pereira Filho
2022,1,PP,eleito por qp,deputado federal,RJ,masculino,branca,1362712,Marcelo Queiroz,Marcelo André Cid Heráclito Do Porto Queiroz
2022,1,PSOL,eleito por qp,deputado federal,RJ,feminino,preta,1367243,Taliria Petrone,Talíria Petrone Soares
2022,1,PT,eleito por qp,deputado federal,MG,feminino,preta,1371195,Dandara,Dandara Tonantzin Silva Castro
2022,1,MDB,eleito por qp,deputado federal,MA,feminino,branca,1378501,Roseana Sarney,Roseana Sarney Murad
2022,1,UNIÃO,eleito por qp,deputado federal,RJ,masculino,branca,1378721,Murillo Gouvea,Murillo Gouvêa Rodrigues
2022,1,PL,eleito por qp,deputado federal,MG,masculino,branca,1383460,Nikolas Ferreira,Nikolas Ferreira De Oliveira
2022,1,PT,eleito por qp,deputado federal,MG,masculino,parda,1384613,Miguel Ângelo,Miguel Ângelo Monteiro Andrade
2022,1,UNIÃO,eleito por media,deputado federal,GO,masculino,branca,1387170,Dr Zacharias Calil,Zacarias Calil Hamu
2022,1,PL,eleito por qp,deputado federal,SP,masculino,branca,1387484,Luiz Philippe De O Bragança,Luiz Philippe De Orleans E Bragança
2022,1,PL,eleito por media,deputado federal,DF,masculino,branca,1389882,Fraga,João Alberto Fraga Silva
2022,1,PP,eleito por media,deputado federal,PR,masculino,branca,1390937,Dilceu Sperafico,Dilceu João Sperafico
2022,1,REDE,eleito por qp,deputado federal,SP,feminino,preta,1390997,Marina Silva,Maria Osmarina Marina Da Silva Vaz De Lima
2022,1,UNIÃO,eleito por qp,deputado federal,CE,masculino,branca,1395547,Danilo Forte,Francisco Danilo Bastos Forte
2022,1,PL,eleito por qp,deputado federal,RJ,masculino,branca,1397100,Luciano Vieira,Luciano Vieira Mendes
2022,1,PSOL,eleito por media,deputado federal,RJ,masculino,preta,1400037,Pastor Henrique Vieira,Henrique Dos Santos Vieira Lima
2022,1,PC do B,eleito por qp,deputado federal,BA,feminino,parda,1402750,Alice Portugal,Alice Mazzuco Portugal
2022,1,NOVO,eleito por qp,deputado federal,SP,feminino,branca,1406716,Adriana Ventura,Adriana Miguel Ventura
2022,1,PT,eleito por qp,deputado federal,RS,masculino,branca,1407769,Bohn Gass,Elvino José Bohn Gass
2022,1,PSDB,eleito por media,deputado federal,MS,masculino,branca,1416120,Dr. Geraldo Resende,Geraldo Resende Pereira
2022,1,NOVO,eleito por media,deputado federal,SC,masculino,branca,1416444,Gilson Marques,Gilson Marques Vieira
2022,1,PL,eleito por qp,deputado federal,SP,masculino,branca,1422230,Pastor Marco Feliciano,Marco Antonio Feliciano
2022,1,PT,eleito por qp,deputado federal,SP,masculino,branca,1424141,Alexandre Padilha,Alexandre Rocha Santos Padilha
2022,1,PL,eleito por media,deputado federal,GO,feminino,branca,1424422,Magda Mofatto,Magda Mofatto Hon
2022,1,PT,eleito por media,deputado federal,GO,masculino,branca,1427700,Rubens Otoni,Rubens Otoni Gomide
2022,1,PL,eleito por qp,deputado federal,PA,masculino,parda,1429571,Delegado Eder Mauro,Eder Mauro Cardoso Barra
2022,1,REPUBLICANOS,eleito por qp,deputado federal,AM,masculino,parda,1431942,Silas Câmara,Silas Câmara
2022,1,PL,eleito por qp,deputado federal,PA,masculino,parda,1434104,Joaquim Passarinho,Joaquim Passarinho Pinto De Souza Porto
2022,1,PT,eleito por media,deputado federal,AL,masculino,parda,1454989,Paulão,Paulo Fernando Dos Santos
2022,1,PSB,eleito por media,deputado federal,BA,feminino,parda,1460617,Lídice Da Mata,Lídice Da Mata E Souza
2022,1,PT,eleito por qp,deputado federal,SP,masculino,branca,1470174,Luiz Marinho,Luiz Marinho
2022,1,PDT,eleito por qp,deputado federal,CE,masculino,parda,1474690,Mauro Filho,Carlos Mauro Benevides Filho
2022,1,PL,eleito por qp,deputado federal,BA,masculino,branca,1474953,João Carlos Bacelar,João Carlos Paolilo Bacelar Filho
2022,1,PL,eleito por qp,deputado federal,RJ,masculino,preta,1476513,Helio Fernando Barbosa Lopes,Helio Fernando Barbosa Lopes
2022,1,PL,eleito por media,deputado federal,RN,masculino,branca,1482364,Robinson Faria,Robinson Mesquita De Faria
2022,1,REPUBLICANOS,eleito por media,deputado federal,DF,masculino,branca,1484111,Julio Cesar,Julio Cesar Ribeiro
2022,1,PT,eleito por media,deputado federal,BA,masculino,parda,1488086,Joseildo Ramos,Joseildo Ribeiro Ramos
2022,1,REPUBLICANOS,eleito por media,deputado federal,PB,masculino,branca,1492263,Wilson Santiago,José Wilson Santiago
2022,1,REPUBLICANOS,eleito por qp,deputado federal,TO,masculino,parda,1501325,Toinho Andrade,Antonio Poincare Andrade Filho
2022,1,PT,eleito por media,deputado federal,RN,masculino,parda,1509381,Mineiro,Fernando Wanderley Vargas Da Silva
2022,1,MDB,eleito por qp,deputado federal,PA,masculino,branca,1515780,Priante,Jose Benito Priante Junior
2022,1,PT,eleito por qp,deputado federal,MG,masculino,branca,1519535,Patrus Ananias,Patrus Ananias De Sousa
2022,1,PODE,eleito por media,deputado federal,BA,masculino,parda,1522821,Raimundo Costa,Raimundo Magalhães Costa
2022,1,PT,eleito por qp,deputado federal,BA,masculino,branca,1524016,Afonso Florence,Afonso Bandeira Florence
2022,1,MDB,eleito por qp,deputado federal,SP,masculino,branca,1525700,Baleia Rossi,Luiz Felipe Baleia Tenuto Rossi
2022,1,MDB,eleito por qp,deputado federal,RS,masculino,branca,1528588,Alceu Moreira,Alceu Moreira Da Silva
2022,1,REPUBLICANOS,eleito por qp,deputado federal,SP,masculino,parda,1533953,Marcos Pereira,Marcos Antonio Pereira
2022,1,PT,eleito por media,deputado federal,PR,masculino,branca,1537885,Tadeu Veneri,Antonio Tadeu Veneri
2022,1,PROS,eleito por qp,deputado federal,PR,masculino,branca,1540714,Toninho Wandscheer,Antonio Wandscheer
2022,1,PSD,eleito por qp,deputado federal,BA,masculino,parda,1541627,Sérgio Brito,Sérgio Luís Lacerda Brito
2022,1,PDT,eleito por media,deputado federal,AP,feminino,branca,1541656,Professora Goreth,Maria Goreth Da Silva E Sousa
2022,1,PT,eleito por media,deputado federal,PA,masculino,branca,1545133,Airton Faleiro,Airton Luiz Faleiro
2022,1,PT,eleito por qp,deputado federal,BA,masculino,branca,1556711,Jorge Solla,Jorge Jose Santos Pereira Solla
2022,1,MDB,eleito por qp,deputado federal,RS,masculino,branca,1564815,Osmar Terra,Osmar Gasparini Terra
2022,1,PL,eleito por qp,deputado federal,SP,masculino,branca,1565113,Antonio Carlos Rodrigues,Antonio Carlos Rodrigues
2022,1,PP,eleito por qp,deputado federal,RS,masculino,branca,1566083,Pedro Westphalen,Pedro Bandarra Westphalen
2022,1,PSB,eleito por media,deputado federal,PR,masculino,branca,1577920,Luciano Ducci,Luciano Ducci
2022,1,PC do B,eleito por media,deputado federal,RS,feminino,preta,1578886,Daiana Santos,Daiana Silva Dos Santos
2022,1,PT,eleito por media,deputado federal,MG,masculino,preta,1579215,Leonardo Monteiro,José Leonardo Costa Monteiro
2022,1,PC do B,eleito por media,deputado federal,PE,masculino,branca,1580987,Renildo Calheiros,Renildo Vasconcelos Calheiros
2022,1,MDB,eleito por media,deputado federal,PA,masculino,branca,1582198,Keniston,Keniston De Jesus Rego Braga
2022,1,MDB,eleito por media,deputado federal,AL,masculino,branca,1591393,Rafael Brito (Tio Rafa),Rafael De Goes Brito
2022,1,PL,eleito por media,deputado federal,TO,masculino,parda,1597557,Eli Borges,Eli Dias Borges
2022,1,MDB,eleito por media,deputado federal,RO,masculino,branca,1599992,Thiago Flores,Thiago Leite Flores Pereira
2022,1,UNIÃO,eleito por qp,deputado federal,TO,masculino,parda,1600232,Carlos Gaguim,Carlos Henrique Amorim
2022,1,PP,eleito por qp,deputado federal,GO,masculino,branca,1601519,José Nelto,José Nelto Lagares Das Mercêz
2022,1,PL,eleito por qp,deputado federal,MG,masculino,branca,1607070,Domingos Sávio,Domingos Sávio Campos Resende
2022,1,PT,eleito por qp,deputado federal,DF,feminino,branca,1609850,Erika Kokay,Erika Jucá Kokay
2022,1,SOLIDARIEDADE,eleito por qp,deputado federal,SP,masculino,parda,1613627,Marcelo Lima,Marcelo De Lima Fernandes
2022,1,UNIÃO,eleito por qp,deputado federal,PR,masculino,branca,1613713,Delegado Matheus Laiola,Matheus Araujo Laiola
2022,1,PSOL,eleito por qp,deputado federal,SP,masculino,branca,1615029,Guilherme Boulos,Guilherme Castro Boulos
2022,1,UNIÃO,eleito por qp,deputado federal,SP,masculino,parda,1618443,Alexandre Leite,Alexandre Leite Da Silva
2022,1,AVANTE,eleito por qp,deputado federal,BA,masculino,preta,1618526,Pastor Sargento Isidório,Manoel Isidório De Santana Júnior
2022,1,PSD,eleito por qp,deputado federal,PA,masculino,branca,1622114,Júnior Ferrari,João Ferrari Júnior
2022,1,PL,eleito por qp,deputado federal,PE,masculino,branca,1624064,Pastor Eurico,Francisco Eurico Da Silva
2022,1,PP,eleito por media,deputado federal,AC,masculino,parda,1624308,Zezinho Barbary,José Estephan Barbary Filho
2022,1,PSD,eleito por qp,deputado federal,BA,masculino,branca,1626940,Gabriel Nunes,Gabriel Jose Moura Nunes Soares
2022,1,REPUBLICANOS,eleito por media,deputado federal,TO,masculino,branca,1628878,Alexandre Guimarães,José Alexandre Domingues Guimarães
2022,1,PSD,eleito por media,deputado federal,AM,masculino,parda,1634877,Sidney Leite,Sidney Ricardo De Oliveira Leite
2022,1,PDT,eleito por media,deputado federal,BA,masculino,parda,1637837,Felix Mendonça,Felix De Almeida Mendonca Junior
2022,1,PSD,eleito por qp,deputado federal,PI,masculino,branca,1639645,Julio César,Julio César De Carvalho Lima
2022,1,MDB,eleito por qp,deputado federal,GO,masculino,branca,1640700,Célio Silveira,Célio Antônio Da Silveira
2022,1,MDB,eleito por qp,deputado federal,SP,masculino,branca,1649764,Delegado Palumbo,Mario Palumbo Junior
2022,1,PODE,eleito por qp,deputado federal,RS,masculino,branca,1650161,Mauricio Marcon,Mauricio Bedin Marcon
2022,1,MDB,eleito por media,deputado federal,SP,feminino,branca,1656274,Simone Marquetto,Simone Aparecida Curraladas Dos Santos
2022,1,PL,eleito por qp,deputado federal,SP,masculino,branca,1658840,Ricardo Salles,Ricardo De Aquino Salles
2022,1,PDT,eleito por qp,deputado federal,CE,masculino,branca,1671670,André Figueiredo,André Peixoto Figueiredo Lima
2022,1,PSDB,eleito por qp,deputado federal,SP,masculino,branca,1672141,Paulo Alexandre Barbosa,Paulo Alexandre Pereira Barbosa
2022,1,PL,eleito por media,deputado federal,PB,masculino,parda,1678576,Wellington Roberto,José Wellington Roberto
2022,1,PSB,eleito por qp,deputado federal,RJ,masculino,branca,1681496,Bandeira De Mello,Eduardo Carvalho Bandeira De Mello
2022,1,PSOL,eleito por qp,deputado federal,RJ,masculino,branca,1682470,Chico Alencar,Francisco Rodrigues De Alencar Filho
2022,1,PP,eleito por qp,deputado federal,RS,masculino,branca,1685397,Covatti Filho,Luis Antonio Franciscatto Covatti
2022,1,CIDADANIA,eleito por qp,deputado federal,SP,masculino,branca,1690316,Alex Manente,Alex Spinelli Manente
2022,1,PP,eleito por qp,deputado federal,SP,masculino,preta,1698028,Delegado Da Cunha,Carlos Alberto Da Cunha
2022,1,PL,eleito por media,deputado federal,RS,masculino,branca,1698872,Bibo Nunes,Alcibio Mesquita Bibo Nunes
2022,1,UNIÃO,eleito por qp,deputado federal,CE,feminino,branca,1700616,Fernanda Pessoa,Fernanda Eneida Pessoa Caracas De Souza
2022,1,UNIÃO,eleito por media,deputado federal,AC,masculino,branca,1706862,Dr Eduardo Velloso,Eduardo Ovidio Borges De Velloso Vianna
2022,1,PT,eleito por media,deputado federal,SP,feminino,indigena,1707592,Juliana Cardoso,Juliana Cardoso
2022,1,PDT,eleito por media,deputado federal,MA,masculino,branca,1712287,Márcio Honaiser,Marcio Jose Honaiser
2022,1,PP,eleito por media,deputado federal,SP,masculino,branca,1716215,Fausto Pinato,Fausto Ruy Pinato
2022,1,PL,eleito por media,deputado federal,RN,masculino,branca,1719399,Sargento Gonçalves,Evandro Gonçalves Da Silva Junior
2022,1,PDT,eleito por qp,deputado federal,RS,masculino,branca,1723663,Pompeo De Mattos,Darci Pompeo De Mattos
2022,1,UNIÃO,eleito por media,deputado federal,SP,masculino,branca,1724522,Marangoni,Fernando Jose De Souza Marangoni
2022,1,PSD,eleito por qp,deputado federal,MG,masculino,branca,1726869,Misael Varella,Misael Artur Ferreira Varella
2022,1,PDT,eleito por qp,deputado federal,MG,masculino,branca,1727905,Dr Mário Heringer,Mário Lúcio Heringer
2022,1,PP,eleito por qp,deputado federal,SP,masculino,branca,1730134,Mauricio Neves,Manoel Mauricio Silva Neves
2022,1,MDB,eleito por media,deputado federal,RO,masculino,branca,1730494,Lucio Mosquini,Lucio Antonio Mosquini
2022,1,UNIÃO,eleito por qp,deputado federal,BA,masculino,branca,1735697,Paulo Azi,Paulo Velloso Dantas Azi
2022,1,PSD,eleito por qp,deputado federal,RJ,masculino,branca,1738986,Daniel Soranz,Daniel Ricardo Soranz Pinto
2022,1,PC do B,eleito por qp,deputado federal,MA,masculino,parda,1743871,Marcio Jerry,Marcio Jerry Saraiva Barroso
2022,1,REPUBLICANOS,eleito por qp,deputado federal,SP,masculino,branca,1745591,Celso Russomanno,Celso Ubirajara Russomanno
2022,1,PP,eleito por qp,deputado federal,BA,masculino,parda,1748533,Claudio Cajado,Claudio Cajado Sampaio
2022,1,MDB,eleito por media,deputado federal,MG,masculino,branca,1755781,Newton Cardoso Jr,Newton Cardoso Júnior
2022,1,PODE,eleito por qp,deputado federal,SP,feminino,branca,1772956,Renata Abreu,Renata Hellmeister De Abreu Melo
2022,1,PSD,eleito por media,deputado federal,MG,masculino,branca,1774415,Luiz Fernando,Luiz Fernando Ramos Faria
2022,1,PL,eleito por media,deputado federal,AP,feminino,branca,1774428,Sonize Barbosa,Sonize Pimentel Dos Santos Barbosa
2022,1,PSDB,eleito por qp,deputado federal,MG,masculino,branca,1776313,Paulo Abi-Ackel,Paulo Abi-Ackel
2022,1,PSDB,eleito por media,deputado federal,RS,masculino,branca,1779304,Daniel Trzeciak Daniel Da Tv ,Daniel Trzeciak Duarte
2022,1,PL,eleito por qp,deputado federal,RS,masculino,branca,1781135,Giovani Cherini,Giovani Cherini
2022,1,PL,eleito por qp,deputado federal,SP,masculino,branca,1784157,Capitão Derrite,Guilherme Muraro Derrite
2022,1,REPUBLICANOS,eleito por media,deputado federal,RS,feminino,branca,1795740,Franciane Bayer,Franciane Abade Bayer Muller
2022,1,PT,eleito por qp,deputado federal,MS,masculino,branca,1803884,Vander Loubet,Vander Luiz Dos Santos Loubet
2022,1,UNIÃO,eleito por media,deputado federal,BA,masculino,parda,1804543,José Rocha,José Alves Rocha
2022,1,PL,eleito por qp,deputado federal,RJ,feminino,branca,1804647,Soraya Santos,Soraya Alencar Dos Santos
2022,1,MDB,eleito por qp,deputado federal,SP,masculino,branca,1806015,Alberto Mourão,Alberto Pereira Mourão
2022,1,PROS,eleito por qp,deputado federal,RJ,masculino,parda,1806115,Max,Max Rodrigues Lemos
2022,1,PSD,eleito por media,deputado federal,RJ,feminino,parda,1806308,Laura Carneiro,Maria Laura Monteza De Souza Carneiro
2022,1,REPUBLICANOS,eleito por qp,deputado federal,RJ,feminino,preta,1806465,Rosangela Gomes,Rosangela De Souza Gomes
2022,1,UNIÃO,eleito por qp,deputado federal,PB,masculino,preta,1808537,Dr. Damião,Damião Feliciano Da Silva
2022,1,PT,eleito por qp,deputado federal,PR,masculino,branca,1809644,Enio Verri,Enio José Verri
